home_name,link_name,type
Symantec,Pinterest,customer
Walmart,Oracle,customer
Microsoft,JBL,customer
Microsoft,Hershey,partnership
Cisco,UPS,investment
Google,Fortinet,competitor
Cisco,Symantec,customer
Microsoft,Fortune Brands,partnership
Microsoft,American Electric Power,investment
Microsoft,Amgen,investment
Microsoft,Merck,investment
Cisco,Devon Energy,partnership
Cisco,Nike,partnership
Cisco,Accenture,investment
Cisco,AstraZeneca,investment
Facebook,Walgreens,customer
Netflix,Google,competitor
Netflix,AMD,partnership
NetApp,Accenture,partnership
NetApp,Woolworths,customer
NetApp,Carrefour,customer
NetApp,Dell,customer
NetApp,Microsoft,investment
NetApp,Starbucks,customer
NetApp,Dell,partnership
NetApp,Tesco,partnership
NetApp,Woolworths,partnership
NetApp,Vodafone,partnership
NetApp,Wellpoint,customer
NetApp,IBM,competitor
NetApp,Telstra,customer
IBM,Microsoft,investment
IBM,Cisco,investment
ServiceNow,Microsoft,investment
ServiceNow,Dell,investment
Walgreens,Amgen,partnership
Symantec,Dell,customer
Symantec,Vodafone,partnership
Oracle,Walmart,partnership
Starbucks,Pinterest,customer
Oracle,Delta Air Lines,partnership
Oracle,Delta Air Lines,competitor
Oracle,Nike,investment
Oracle,Lam Research,investment
Oracle,Microsoft,competitor
Akamai,Best Buy,partnership
Oracle,Walmart,competitor
Facebook,Parsons,customer
Adobe,Schlumberger,customer
NetApp,Facebook,partnership
NetApp,RBC,partnership
NetApp,Walmart,partnership
NetApp,Google,partnership
Western Digital,Facebook,customer
Pinterest,Walmart,customer
Post Holdings,ConAgra Foods,customer
Post Holdings,General Mills,investment
Post Holdings,Vail Resorts,investment
Equinix,Juniper Networks,customer
Qualcomm,Symantec,customer
Qualcomm,Microsoft,partnership
Qualcomm,Motorola,customer
Molson Coors,IBM,investment
IAG,Facebook,partnership
IAG,Delta Air Lines,investment
IAG,MGM,investment
IAG,Telstra,investment
IBM,Symantec,investment
Emerson,Corning,customer
Adobe,Juniper Networks,partnership
Cisco,Equinix,investment
Airbus,Intel,partnership
Airbus,eBay,investment
Airbus,Best Buy,investment
Oracle,Cisco,partnership
Symantec,Oracle,customer
ADB,Corning,partnership
ADB,Google,partnership
Facebook,MGM,investment
Facebook,Northrop Grumman,investment
Facebook,Dell,customer
Facebook,Adobe,customer
Facebook,ADB,customer
Facebook,ADB,partnership
Facebook,ADB,investment
Snapchat,Facebook,investment
Snapchat,Facebook,competitor
Snapchat,Facebook,customer
Facebook,Lear,investment
Facebook,Union Pacific,investment
Facebook,Union Pacific,partnership
Facebook,Lear,partnership
Nike,American Water,partnership
Nike,Delta Air Lines,partnership
JM Smucker,ConAgra Foods,investment
JM Smucker,Keurig,investment
Google,Intel,investment
Intel,Oracle,competitor
Google,EBA,partnership
Google,Adobe,investment
Telstra,Vodafone,competitor
Telstra,Microsoft,partnership
Cisco,Telstra,customer
Pfizer,Biomet,investment
AMD,NetApp,partnership
Corning,Adobe,partnership
Motorola,Oracle,customer
Motorola,Corning,competitor
Motorola,Corning,investment
Nike,Lowe's,partnership
Adobe,Northrop Grumman,customer
Adobe,Teradyne,customer
Merck,Pfizer,partnership
Merck,Microsoft,customer
Merck,Walmart,customer
Merck,Lowe's,investment
Facebook,F5 Networks,partnership
Facebook,Starbucks,partnership
Facebook,Extreme Networks,customer
Lowe's,AMD,customer
Lowe's,Google,customer
Lowe's,Facebook,partnership
Lowe's,Microsoft,investment
Lowe's,Facebook,investment
Intel,Oracle,partnership
AMD,Intel,investment
AMD,Dell,competitor
AMD,Western Digital,investment
Cadence,AMD,investment
Cadence,Microsoft,investment
Cadence,Motorola,customer
Cadence,eBay,investment
Cadence,NetApp,investment
Cadence,Microchip Technology,investment
Cadence,Ameren,customer
Cadence,Vodafone,partnership
Cadence,Dell,partnership
Cadence,Qualcomm,partnership
IBM,GoDaddy,customer
Oracle,Ameren,customer
Oracle,Swift Transportation,customer
Oracle,Corning,partnership
Microsoft,Fortis,investment
Symantec,Google,customer
AMD,eBay,investment
AMD,eBay,partnership
AMD,Cisco,partnership
Texas Instruments,Google,competitor
Texas Instruments,Google,investment
Texas Instruments,Danaher,investment
Texas Instruments,Google,customer
ConocoPhillips,IBM,customer
Motorola,ConocoPhillips,customer
Schlumberger,Tesco,investment
Devon Energy,Google,customer
GoDaddy,Oracle,investment
GoDaddy,Google,investment
GoDaddy,IBM,investment
Walmart,Microsoft,customer
Delta Air Lines,Telstra,customer
Delta Air Lines,Microsoft,partnership
Delta Air Lines,Pfizer,customer
Microsoft,Etsy,partnership
Microsoft,Pinterest,investment
Cisco,Dell,customer
Cisco,Duke Energy,investment
ServiceNow,Delphi Automotive,partnership
Google,Pinterest,customer
Microsoft,Chipotle,competitor
Microsoft,Starbucks,competitor
TJX,Google,customer
General Mills,TJX,customer
JBL,Microsoft,investment
Juniper Networks,Texas Instruments,customer
Juniper Networks,Cisco,partnership
Juniper Networks,Cisco,investment
IBM,Biomet,investment
eBay,Facebook,investment
eBay,Google,partnership
Google,Lululemon,investment
Facebook,Best Buy,customer
TJX,Oracle,customer
TJX,eBay,investment
TJX,Pinterest,customer
TJX,Dell,customer
eBay,Starbucks,partnership
eBay,Starbucks,investment
eBay,ConocoPhillips,investment
eBay,ConAgra Foods,investment
Airbus,Delta Air Lines,competitor
Motorola,CAE,investment
Facebook,Netflix,customer
AMD,Qualcomm,competitor
First Solar,Microsoft,customer
First Solar,Walmart,partnership
First Solar,Delta Air Lines,investment
Dell,Autodesk,customer
Microsoft,CBRE,partnership
Google,Oracle,partnership
Autodesk,Dell,customer
Oracle,Merck,partnership
IBM,Boston Scientific,competitor
IBM,Keurig,partnership
Vodafone,Starbucks,partnership
Vodafone,ADB,partnership
Vodafone,General Mills,partnership
Vodafone,Dell,investment
Vodafone,TJX,investment
Vodafone,Booz Allen Hamilton,investment
Vodafone,Kimberly-Clark,partnership
Vodafone,Accenture,partnership
Vodafone,Pfizer,partnership
Vodafone,ConocoPhillips,partnership
Dell,Biomet,partnership
Pinterest,TJX,customer
Google,Lowe's,investment
Google,Delphi Automotive,investment
Adobe,Equifax,investment
DTE Energy,Facebook,competitor
Ameren,DTE Energy,customer
Cisco,Danaher,investment
Google,Technology,partnership
Pinterest,Etsy,competitor
MICROS,Tesco,partnership
Facebook,Vodafone,investment
Airbus,Motorola,customer
Airbus,eBay,partnership
Airbus,Walmart,partnership
Airbus,Microsoft,customer
Qualcomm,Facebook,customer
Cisco,Schlumberger,customer
Motorola,Autodesk,investment
Motorola,Facebook,partnership
Silver Wheaton,Pan American Silver,competitor
Silver Wheaton,IAG,investment
Silver Wheaton,Pan American Silver,investment
Motorola,Intel,customer
Motorola,Netflix,competitor
Microsoft,Sempra Energy,investment
Dell,Cisco,customer
Dell,Rockwell Automation,partnership
Symantec,Cisco,customer
Interpublic Group,Cisco,partnership
Interpublic Group,Viacom,partnership
Interpublic Group,Vodafone,partnership
Interpublic Group,Accenture,partnership
Interpublic Group,Facebook,partnership
Fortinet,Interpublic Group,customer
Fortinet,Tyson Foods,investment
Workday,Symantec,customer
Autodesk,Intel,customer
Autodesk,Woolworths,partnership
Autodesk,MGM,partnership
ConocoPhillips,Delta Air Lines,partnership
ConocoPhillips,IBM,investment
ConocoPhillips,Delta Air Lines,investment
Cisco,Technology,investment
Cisco,Northrop Grumman,partnership
Cisco,Pinterest,partnership
Lowe's,Intel,partnership
Lowe's,Walmart,investment
Lowe's,Oracle,partnership
Lowe's,Wellpoint,partnership
AMD,Cisco,investment
Infor,Motorola,partnership
Walgreens,Cisco,partnership
Walgreens,Merck,customer
Walgreens,Microsoft,competitor
Pfizer,Walgreens,customer
Pfizer,Wellpoint,competitor
Dell,Oracle,investment
Dell,Pfizer,investment
Dell,Accenture,partnership
Dell,Harris & Harris,partnership
Accenture,Facebook,partnership
Vodafone,IBM,customer
Vodafone,Keurig,customer
IBM,Carrefour,customer
IBM,Walmart,partnership
IBM,Campbell Soup,competitor
IBM,Hormel Foods,investment
Microsoft,General Mills,investment
Microsoft,Keurig,partnership
Microsoft,Interpublic Group,partnership
DTE Energy,Infor,customer
Pinterest,International Flavors & Fragrances Inc,customer
Pfizer,Pinterest,customer
Delta Air Lines,UPS,customer
Delta Air Lines,Facebook,partnership
Delta Air Lines,Adobe,partnership
Delta Air Lines,Google,customer
Delta Air Lines,ArcelorMittal,customer
IBM,Johnson & Johnson,customer
Juniper Networks,Facebook,investment
Adobe,eBay,partnership
Interpublic Group,UPS,partnership
Interpublic Group,Intel,investment
IBM,AstraZeneca,customer
CBRE,Google,customer
CBRE,Ball Corporation,investment
CBRE,Oracle,investment
CBRE,Aon,investment
Oracle,Intel,investment
Facebook,Nike,customer
Facebook,IAG,investment
IBM,Etsy,partnership
IBM,Boston Scientific,customer
IBM,Etsy,customer
AMD,Autodesk,customer
Google,Booz Allen Hamilton,investment
Vodafone,Walmart,partnership
Vodafone,Motorola,customer
Vodafone,Nike,customer
Vodafone,Aon,partnership
Vodafone,Cisco,partnership
Vodafone,Delta Air Lines,partnership
Vodafone,Duke Energy,partnership
Vodafone,Entergy,partnership
Vodafone,Nike,partnership
Vodafone,CCH,investment
Vodafone,Accenture,investment
Vodafone,AstraZeneca,investment
Vodafone,eBay,investment
Vodafone,Workday,investment
Vodafone,IBM,investment
Vodafone,Microsoft,partnership
Vodafone,Merck,customer
Intel,Infor,customer
Microsoft,Walgreens,customer
Microchip Technology,Biogen Idec,partnership
Microchip Technology,Intel,customer
Microchip Technology,Elbit Systems,customer
Microchip Technology,Emerson,investment
Google,Qualcomm,partnership
Google,Telstra,partnership
Juniper Networks,Motorola,investment
EBA,Juniper Networks,customer
EBA,Intel,investment
Facebook,Akamai,partnership
Dell,Sonoco,customer
IBM,Union Pacific,customer
Oracle,Tesco,competitor
Infor,Northrop Grumman,investment
Facebook,Intel,partnership
Facebook,NetApp,customer
Telstra,Twilio,customer
Microsoft,Viacom,customer
Microsoft,Discovery Communications,competitor
Synopsys,Walmart,investment
Etsy,Lowe's,partnership
Etsy,Western Digital,partnership
Facebook,Carrefour,competitor
Pinterest,Google,investment
Microsoft,Vodafone,competitor
Microsoft,AMD,competitor
Microsoft,Symantec,partnership
Vodafone,Google,customer
Lowe's,Duke Energy,partnership
Lowe's,Microsoft,partnership
Lowe's,Pfizer,investment
Lowe's,Google,investment
Trimble,Google,customer
Nike,Cisco,customer
Walmart,ConAgra Foods,partnership
Airbus,Woolworths,competitor
Cisco,Airbus,investment
Google,Exelon,partnership
Google,Vail Resorts,partnership
Google,General Mills,partnership
Interpublic Group,Walgreens,customer
TJX,Facebook,customer
Microsoft,Mosaic Company,customer
Dell,Trimble,customer
ConAgra Foods,Facebook,customer
Microsoft,Molson Coors,customer
IBM,ADB,customer
IBM,TJX,investment
IBM,Viacom,partnership
IBM,RBC,partnership
IBM,ArcelorMittal,investment
IBM,ArcelorMittal,customer
IBM,Nike,customer
IBM,ConocoPhillips,investment
IBM,ADB,investment
Duke Energy,Exelon,investment
Nike,UPS,investment
Nike,IBM,investment
Facebook,Interpublic Group,investment
Juniper Networks,Trimble,customer
Oracle,Juniper Networks,customer
AMD,Cisco,customer
Facebook,ANSYS,partnership
Cisco,Microsoft,competitor
Workday,Oracle,partnership
Workday,Airbus,investment
Workday,First Solar,investment
IBM,Palo Alto Networks,investment
IBM,Extreme Networks,customer
IBM,ANSYS,customer
Facebook,Molson Coors,partnership
Dell,Merck,investment
Dell,Lowe's,partnership
Dell,Aon,partnership
Dell,Thermo Fisher Scientific,partnership
Dell,TJX,customer
Dell,Entergy,customer
Dell,American Electric Power,investment
Dell,Nike,investment
Dell,Duke Energy,investment
Dell,Walmart,investment
Dell,Delta Air Lines,investment
Dell,Thermo Fisher Scientific,investment
Microsoft,Texas Instruments,partnership
Nike,Walmart,competitor
AMD,Microsoft,investment
Duke Energy,ConocoPhillips,partnership
Duke Energy,Kinder Morgan,investment
Hill & Knowlton,Google,investment
Hill & Knowlton,Pfizer,partnership
Hill & Knowlton,Microsoft,partnership
Hill & Knowlton,Cisco,partnership
Facebook,Church & Dwight,investment
Texas Instruments,Microsoft,customer
Oracle,Texas Instruments,customer
Infor,Corning,partnership
Microsoft,Aon,partnership
Keurig,Starbucks,competitor
Facebook,Campbell Soup,partnership
Facebook,Campbell Soup,investment
Starbucks,Pfizer,customer
Starbucks,Kimberly-Clark,customer
Starbucks,Oracle,customer
Google,Delphi Automotive,partnership
Google,Sempra Energy,partnership
Google,Pfizer,partnership
Dell,IBM,partnership
Microsoft,Dollar Tree,partnership
Microsoft,Starbucks,partnership
Facebook,Accenture,partnership
Pinterest,Facebook,competitor
Exelixis,Microsoft,customer
Exelixis,Merck,partnership
Dell,Walgreens,partnership
Dell,Walgreens,customer
Oracle,AstraZeneca,partnership
Oracle,Accenture,investment
Cisco,Entergy,partnership
Cisco,Weyerhaeuser,investment
Cisco,Tyson Foods,investment
Cisco,ArcelorMittal,investment
IBM,Adobe,customer
Delta Air Lines,Facebook,investment
Delta Air Lines,Emergent,investment
Delta Air Lines,Google,partnership
Delta Air Lines,General Mills,partnership
Delta Air Lines,Oracle,partnership
Snapchat,Google,partnership
Snapchat,Uber,investment
Google,Airbus,customer
Walgreens,Google,partnership
Walmart,Walgreens,customer
Molson Coors,eBay,investment
Adobe,Palo Alto Networks,customer
Akamai,Fortinet,competitor
Akamai,Cisco,customer
Intel,Symantec,investment
Intel,Juniper Networks,customer
Intel,NetApp,partnership
Intel,Pinterest,partnership
Intel,Fortinet,partnership
Intel,Fortinet,investment
IBM,Texas Instruments,investment
Adobe,Delphi Automotive,partnership
Accenture,Qualcomm,partnership
Facebook,Weyerhaeuser,customer
Juniper Networks,Oracle,customer
Viacom,Facebook,customer
Akamai,Netflix,competitor
Akamai,Facebook,competitor
Zscaler,Facebook,customer
Facebook,Starbucks,competitor
CBRE,Viacom,partnership
Cisco,Walgreens,customer
Facebook,Uber,customer
Airbnb,Dell,customer
Airbnb,Netflix,competitor
Google,Illumina,partnership
Dell,Amgen,investment
Dell,Zimmer Holdings,investment
Tyson Foods,Walmart,customer
Microsoft,Exelon,investment
Microsoft,American Water,partnership
Microsoft,Pinterest,customer
Microsoft,Best Buy,competitor
Equinix,Google,customer
NetApp,AMD,customer
Telstra,TE Connectivity,investment
Telstra,Autoliv,investment
Telstra,Boston Scientific,investment
Telstra,General Mills,investment
Telstra,Motorola,investment
Oracle,Compass Group,investment
Palo Alto Networks,Oracle,customer
TJX,Google,competitor
Google,TJX,customer
Facebook,Equinix,partnership
Facebook,TJX,competitor
Facebook,Qualcomm,competitor
Intel,Equinix,customer
Motorola,AMD,customer
Microsoft,Pinterest,competitor
Twilio,Facebook,competitor
Twilio,Airbnb,customer
Oracle,Twilio,customer
Microsoft,American Electric Power,customer
Google,Accenture,competitor
IBM,ConocoPhillips,partnership
IBM,ConAgra Foods,partnership
IBM,Starbucks,partnership
Microsoft,Lennox International,competitor
Illumina,Qualcomm,partnership
Motorola,Viacom,customer
Google,Qualcomm,investment
Delta Air Lines,Oracle,investment
Atlassian,Facebook,partnership
Atlassian,Google,partnership
Atlassian,Airbnb,investment
Atlassian,Facebook,customer
JAB,Starbucks,investment
JAB,Keurig,partnership
Google,JAB,customer
Google,Uber,customer
Cisco,Akamai,customer
Netflix,Cisco,customer
ConocoPhillips,Entergy,competitor
ConocoPhillips,Devon Energy,competitor
Dell,ConocoPhillips,customer
Google,Airbnb,customer
Schlumberger,Motorola,customer
Dollar Tree,Walmart,competitor
Dollar Tree,Swift Transportation,partnership
Dollar Tree,Walmart,customer
Northrop Grumman,Booz Allen Hamilton,partnership
Northrop Grumman,Pinterest,partnership
Northrop Grumman,Microsoft,partnership
eBay,Oracle,customer
eBay,Swift Transportation,partnership
Dell,Best Buy,customer
Facebook,Vail Resorts,partnership
Facebook,Qiagen,competitor
IBM,Sonoco,investment
Johnson & Johnson,Pfizer,competitor
Johnson & Johnson,Boston Scientific,customer
Facebook,IBM,partnership
Facebook,Adobe,partnership
Motorola,Airbus,customer
Cisco,Equinix,customer
Cisco,Emerson,customer
Cisco,GoDaddy,investment
Intel,Netflix,partnership
Motorola,Texas Instruments,customer
Motorola,Intel,partnership
Microsoft,Fortis,partnership
Microsoft,Corning,customer
Uber,Delta Air Lines,customer
Uber,eBay,investment
JBL,Symantec,customer
Intel,JBL,customer
Viacom,Intel,customer
IBM,Dell,investment
IBM,Equinix,investment
Microsoft,Delta Air Lines,customer
Intel,Autodesk,partnership
Microsoft,Thermo Fisher Scientific,partnership
Nike,Walmart,partnership
Nike,Chipotle,customer
Nike,Oracle,partnership
Nike,eBay,partnership
Nike,Tesco,customer
ANSYS,IBM,investment
Intel,RBC,investment
F5 Networks,Microsoft,partnership
AmerisourceBergen,Walgreens,customer
Cisco,Pfizer,partnership
Motorola,Adobe,customer
Google,Oracle,investment
Google,Equinix,partnership
Facebook,Airbus,investment
Airbus,IBM,customer
Airbus,Facebook,customer
Airbus,Vodafone,partnership
ConAgra Foods,Walmart,customer
ConAgra Foods,General Mills,competitor
Microsoft,Post Holdings,investment
Microsoft,SWIFT,investment
Microsoft,Union Pacific,investment
Microsoft,Tyson Foods,investment
Intel,Emerson,partnership
Google,Union Pacific,investment
IBM,Walgreens,investment
Chipotle,Airbus,investment
Chipotle,Delta Air Lines,competitor
Chipotle,Delta Air Lines,investment
Microsoft,Chipotle,customer
Google,Northrop Grumman,customer
DnB,First Solar,customer
Intel,Northrop Grumman,customer
F5 Networks,Microsoft,investment
Google,F5 Networks,customer
Lowe's,Ecolab,investment
Synopsys,Intel,partnership
Google,Molson Coors,partnership
Microsoft,Western Digital,partnership
Oracle,JBL,partnership
IBM,NetApp,partnership
IBM,Symantec,partnership
Oracle,Nike,customer
Facebook,Hershey,investment
Microsoft,Symantec,competitor
Microsoft,IBM,competitor
NetApp,IBM,investment
Wellpoint,IBM,customer
Telstra,Wellpoint,customer
Telstra,eBay,investment
Telstra,Facebook,investment
Telstra,Johnson & Johnson,investment
Telstra,Vodafone,investment
TrueCar,Facebook,customer
TrueCar,Facebook,investment
Northrop Grumman,Motorola,investment
Qualcomm,Interpublic Group,customer
Symantec,Etsy,customer
Symantec,Netflix,customer
Symantec,Uber,investment
Symantec,Etsy,competitor
Symantec,Google,competitor
Symantec,EBS,partnership
Symantec,Motorola,investment
SWIFT,Airbnb,customer
AMD,Adobe,customer
Google,Uber,competitor
Google,Tesco,investment
Microsoft,Compass Group,customer
Google,NetApp,competitor
Facebook,Western Digital,investment
Google,IBM,competitor
AMD,Oracle,customer
Airbus,Northrop Grumman,investment
Atlassian,Google,customer
Lowe's,Pinterest,customer
Workday,Google,partnership
Compass Group,Dell,partnership
Microsoft,Palo Alto Networks,partnership
Facebook,Vodafone,customer
Workday,Facebook,customer
Workday,Facebook,investment
Uber,Workday,customer
Facebook,Lowe's,competitor
Equifax,Dell,customer
Emerson,Equifax,customer
Symantec,Microsoft,competitor
BorgWarner,Motorola,partnership
BorgWarner,Oracle,partnership
BorgWarner,Delphi Automotive,partnership
Discovery Communications,Johnson & Johnson,partnership
Discovery Communications,Facebook,investment
Discovery Communications,Microsoft,investment
Accenture,Facebook,customer
Accenture,Pinterest,customer
Accenture,Walmart,investment
Pinterest,Accenture,customer
Facebook,Viacom,competitor
Facebook,Wellpoint,customer
Facebook,Viacom,investment
Facebook,Pfizer,partnership
ANSYS,First Solar,investment
ANSYS,First Solar,customer
ANSYS,First Solar,partnership
ANSYS,Oracle,customer
ANSYS,American Electric Power,customer
ANSYS,Walmart,customer
ANSYS,Lowe's,partnership
ANSYS,Walmart,investment
ANSYS,Kinder Morgan,investment
ANSYS,Lowe's,investment
Cisco,Johnson & Johnson,customer
Best Buy,Dell,competitor
Best Buy,Microsoft,customer
Workday,Microsoft,customer
Rockwell Automation,IBM,customer
IBM,MGM,partnership
Trimble,Google,investment
Trimble,Google,partnership
JBL,Dell,partnership
JBL,Motorola,partnership
Hormel Foods,Tyson Foods,customer
Hormel Foods,Tyson Foods,competitor
Hormel Foods,Google,partnership
Oracle,ConAgra Foods,investment
Parsons,GoDaddy,competitor
Oracle,Parsons,customer
Nike,Viacom,customer
Autodesk,Nike,customer
Google,HealthCare Partners,partnership
Microsoft,Union Pacific,customer
Facebook,Ameren,customer
Facebook,American Electric Power,partnership
Facebook,Ameren,investment
Facebook,American Electric Power,investment
Compass Group,Google,customer
Dell,Compass Group,customer
ANSYS,Pfizer,partnership
IBM,STX,investment
IBM,Intel,investment
IBM,STX,partnership
ANSYS,Microsoft,customer
IBM,Akamai,customer
Adobe,Tesco,investment
Adobe,Interpublic Group,investment
Qualcomm,Oracle,customer
eBay,Infor,investment
Walmart,Woolworths,investment
TRENT,Airbus,customer
Oracle,Tesco,customer
Kimberly-Clark,Autodesk,customer
Pinterest,Dell,investment
Microsoft,BorgWarner,customer
NetApp,Fortinet,partnership
NetApp,GoDaddy,investment
Dell,Keurig,investment
Adobe,Juniper Networks,customer
Autodesk,Texas Instruments,customer
Best Buy,Autodesk,customer
Motorola,Viacom,investment
Microsoft,Equinix,customer
Trimble,IBM,customer
Trimble,Corning,investment
Google,Airbus,partnership
Google,Juniper Networks,customer
Fortinet,Kimberly-Clark,customer
Walmart,Accenture,partnership
Walmart,STX,customer
Facebook,Scholastic,customer
IBM,Dick's Sporting Goods,partnership
IBM,Nike,investment
Accenture,Google,customer
Kinder Morgan,Lowe's,investment
Kinder Morgan,RBC,investment
Oracle,ConocoPhillips,customer
Oracle,SWIFT,partnership
Oracle,First Solar,partnership
Oracle,ConAgra Foods,partnership
Nike,Intel,competitor
Nike,Intel,partnership
Nike,Booz Allen Hamilton,partnership
Nike,Duke Energy,partnership
Adobe,TE Connectivity,investment
Google,Autodesk,partnership
Dell,Equinix,partnership
Motorola,Fortune Brands,customer
Microsoft,Tractor Supply,competitor
Motorola,Autodesk,customer
Lululemon,Cisco,partnership
IBM,Workday,partnership
Google,LendingTree,competitor
Intel,Walgreens,customer
Intel,EBS,customer
Merck,Microsoft,competitor
Cisco,Merck,customer
Cisco,Biomet,partnership
Cisco,Pfizer,investment
Cisco,Johnson & Johnson,investment
Cisco,Global Communications,investment
Delta Air Lines,Airbus,customer
Delta Air Lines,Union Pacific,investment
Delta Air Lines,Google,investment
Dick's Sporting Goods,Walmart,competitor
Dick's Sporting Goods,Nike,partnership
Adobe,Dick's Sporting Goods,customer
Motorola,Qualcomm,competitor
Pinterest,Motorola,investment
Pinterest,MGM,investment
Pinterest,Walmart,investment
Oracle,Qiagen,competitor
Oracle,Thermo Fisher Scientific,competitor
IBM,Williams-Sonoma,competitor
Microsoft,Woolworths,investment
Microsoft,Woolworths,partnership
Google,Thermo Fisher Scientific,investment
Northrop Grumman,Xylem,customer
Oracle,Northrop Grumman,partnership
Oracle,Synopsys,partnership
Oracle,Keurig,partnership
Facebook,Delta Air Lines,partnership
Juniper Networks,Telstra,investment
Juniper Networks,Autodesk,partnership
Viacom,Walgreens,partnership
Viacom,Best Buy,investment
Viacom,Adobe,partnership
Viacom,MGM,partnership
Viacom,Starbucks,investment
Viacom,Facebook,investment
Viacom,eBay,investment
Viacom,Google,investment
Tractor Supply,Starbucks,customer
Tractor Supply,Walmart,customer
Tractor Supply,Walmart,investment
AMD,Motorola,investment
AMD,Motorola,partnership
Walgreens,Dell,customer
Symantec,Pfizer,customer
Adobe,Best Buy,investment
Adobe,Walmart,partnership
Pinterest,IBM,investment
Walmart,Motorola,customer
Facebook,Woolworths,investment
Facebook,Tesco,investment
Exelon,Entergy,partnership
Microsoft,Danaher,investment
Hill & Knowlton,Johnson & Johnson,partnership
Hill & Knowlton,Pfizer,customer
Hill & Knowlton,Motorola,customer
Exelon,Oracle,customer
Google,eBay,competitor
Google,Wellpoint,investment
Google,Northrop Grumman,investment
Walmart,Walgreens,partnership
Motorola,AMD,investment
Google,Trimble,customer
Google,Dr Pepper Snapple Group,customer
Merck,Illumina,customer
Microsoft,AstraZeneca,customer
Intel,Best Buy,partnership
Microsoft,Booz Allen Hamilton,partnership
Adobe,Best Buy,customer
Western Digital,Microsoft,competitor
IBM,Western Digital,customer
Oracle,Symantec,customer
Accenture,Fortis,customer
Nike,Aon,partnership
BorgWarner,Duke Energy,partnership
BorgWarner,Google,partnership
BorgWarner,Tesco,partnership
Fortinet,Juniper Networks,competitor
Fortinet,Cisco,competitor
Fortinet,IBM,investment
Accenture,Oracle,customer
Vodafone,Adobe,customer
Microsoft,Vodafone,customer
Cisco,CCH,customer
Intel,Wellpoint,investment
IBM,Dr Pepper Snapple Group,competitor
Intel,Accenture,investment
Facebook,TJX,partnership
Intel,NetApp,customer
CBRE,Equinix,customer
CBRE,Adobe,investment
Oracle,Trimble,customer
Google,Cisco,investment
Google,ANSYS,investment
Delta Air Lines,IBM,customer
Delta Air Lines,Intel,partnership
Delta Air Lines,Qualcomm,partnership
Google,AstraZeneca,investment
Google,Danaher,investment
Google,Zimmer Holdings,investment
Google,Biomet,investment
Dell,Akamai,partnership
ANSYS,Delphi Automotive,competitor
Extreme Networks,Cisco,partnership
Motorola,Best Buy,partnership
IAG,Oracle,customer
IAG,Telstra,partnership
IAG,NetApp,partnership
Autodesk,ConocoPhillips,investment
CarMax,Facebook,investment
Oracle,IAG,investment
IBM,Insurance Australia Group,investment
Oracle,Netflix,investment
Emerson,Accenture,customer
Oracle,Airbus,partnership
AMD,Best Buy,partnership
Symantec,Juniper Networks,competitor
Symantec,Adobe,partnership
Symantec,Exelon,customer
Symantec,Qualcomm,partnership
Symantec,Walmart,partnership
Oracle,Juniper Networks,partnership
Infor,Tesco,partnership
Infor,Intel,partnership
Infor,Tesco,customer
RBC,Facebook,customer
Qualcomm,Best Buy,partnership
Discovery Communications,Telstra,customer
Oracle,Intel,competitor
AMD,Oracle,partnership
AMD,Google,partnership
Adobe,Nike,customer
Akamai,AMD,investment
Akamai,Parsons,customer
Akamai,Qualcomm,customer
Akamai,Northrop Grumman,customer
Microsoft,Airbus,partnership
Microsoft,3M,investment
Lear,BorgWarner,customer
Google,Adobe,competitor
Microsoft,Workday,partnership
Carrefour,IBM,customer
Motorola,Facebook,investment
Motorola,Hershey,investment
IBM,Oracle,competitor
General Mills,Oracle,customer
General Mills,Pinterest,customer
General Mills,CarMax,customer
Pinterest,Kimberly-Clark,partnership
Pinterest,Campbell Soup,partnership
Pinterest,ConAgra Foods,partnership
Pinterest,Tesco,competitor
Pinterest,Chipotle,competitor
CBRE,Devon Energy,partnership
General Mills,Duke Energy,customer
General Mills,Duke Energy,partnership
General Mills,Walmart,investment
General Mills,Facebook,investment
Airbus,ConocoPhillips,investment
Infor,IBM,customer
Walmart,Chipotle,partnership
Walmart,EBA,partnership
Walmart,ServiceNow,partnership
Walmart,Oracle,partnership
Walmart,IAG,investment
Walmart,Exelon,investment
Walmart,Juniper Networks,investment
Walmart,Rockwell Automation,investment
Walmart,Wellpoint,investment
Walmart,CarMax,customer
Walmart,Kinder Morgan,customer
RBC,Microsoft,partnership
RBC,Microsoft,customer
Oracle,NetApp,customer
Microsoft,Delphi Automotive,customer
IBM,Rockwell Automation,customer
EBS,IBM,customer
Oracle,Etsy,investment
Intel,eBay,partnership
Juniper Networks,Symantec,customer
Juniper Networks,Western Digital,customer
IBM,Facebook,competitor
IBM,Pinterest,customer
Intel,Lowe's,competitor
Microsoft,Johnson & Johnson,investment
Zscaler,Walmart,customer
Intel,Western Digital,competitor
RBC,Merck,investment
NetApp,Facebook,investment
NetApp,Viacom,partnership
Twilio,Facebook,investment
Twilio,Intel,investment
Equinix,Google,partnership
Fortinet,Vail Resorts,customer
Fortinet,Nike,investment
Fortinet,Telstra,investment
Oracle,Airbus,customer
Intel,West Corporation,investment
Intel,Netflix,customer
Accenture,UPS,customer
STX,Nike,partnership
Atlassian,Microsoft,customer
