home_name,link_name,type
Emerson,Thermo Fisher Scientific,customer
Microsoft,Emerson,customer
Emerson,Pfizer,investment
Emerson,Technology,investment
IBM,ADB,partnership
Akamai,Microsoft,partnership
Microsoft,Vodafone,investment
Pinterest,Facebook,customer
Workday,Oracle,competitor
Accenture,Adobe,customer
Facebook,Intel,customer
Facebook,Accenture,customer
Qualcomm,eBay,customer
Facebook,Delta Air Lines,investment
Woolworths,Lowe's,partnership
Oracle,Qualcomm,customer
Oracle,Facebook,partnership
GoDaddy,Google,competitor
GoDaddy,Microsoft,partnership
GoDaddy,Google,partnership
Microsoft,GoDaddy,customer
ConocoPhillips,Rockwell Automation,partnership
Duke Energy,Equifax,customer
Google,Insurance Australia Group,partnership
IBM,Google,competitor
IBM,Dell,partnership
Merck,Facebook,customer
Merck,Google,customer
Merck,eBay,customer
Merck,eBay,investment
Merck,Walgreens,investment
Merck,Google,investment
Microsoft,General Mills,competitor
Microsoft,First Solar,competitor
Microsoft,Tesco,competitor
Dell,Accenture,customer
Microsoft,Thor Industries,customer
Netflix,Adobe,partnership
Netflix,eBay,investment
Netflix,MGM,partnership
Netflix,Facebook,partnership
Google,Lear,customer
Microsoft,Tesco,partnership
Western Digital,Cisco,partnership
Western Digital,IBM,partnership
Western Digital,Microsoft,investment
Cisco,Motorola,customer
Dell,Microsoft,investment
IBM,Intel,competitor
Intel,Qualcomm,customer
Intel,Qualcomm,partnership
Intel,Qualcomm,investment
Microsoft,Facebook,customer
Facebook,Cisco,customer
Limited Brands,Bath & Body Works,customer
Microsoft,Facebook,investment
Microsoft,American Electric Power,partnership
Microsoft,Schlumberger,partnership
Nike,Dell,investment
Nike,AstraZeneca,investment
Nike,Johnson & Johnson,investment
IBM,Chipotle,customer
IBM,Autodesk,partnership
IBM,Juniper Networks,partnership
Vodafone,Cisco,customer
Intel,Nike,partnership
Intel,Johnson & Johnson,partnership
Intel,Pfizer,partnership
Intel,Amgen,partnership
Intel,Boston Scientific,investment
Autodesk,Pfizer,investment
Google,Viacom,partnership
Oracle,AstraZeneca,investment
Facebook,eBay,competitor
IBM,Merck,competitor
IBM,Biogen Idec,competitor
IBM,Johnson & Johnson,partnership
IBM,Merck,investment
Adobe,Netflix,competitor
Adobe,Qualcomm,customer
Adobe,eBay,customer
Adobe,Cisco,investment
Adobe,GoDaddy,competitor
Adobe,Sonos,competitor
Adobe,Pinterest,investment
Adobe,eBay,investment
Adobe,Intel,investment
Adobe,Microsoft,investment
Adobe,Motorola,investment
Adobe,Autodesk,investment
Adobe,Etsy,investment
Adobe,Johnson & Johnson,investment
Adobe,Palo Alto Networks,investment
Adobe,Airbnb,investment
Adobe,Qualcomm,investment
Adobe,First Solar,investment
Adobe,Vodafone,investment
Adobe,Facebook,competitor
Fortinet,Best Buy,partnership
Motorola,Intel,investment
Motorola,Cisco,investment
Adobe,Intel,partnership
Google,Vodafone,partnership
Google,Vodafone,customer
Google,MEC,partnership
Motorola,Northrop Grumman,investment
Walmart,Nike,customer
Walmart,Viacom,customer
Walmart,Google,customer
Walmart,Symantec,partnership
Walmart,Nike,partnership
Walmart,Google,partnership
Walmart,eBay,investment
Walmart,Adobe,investment
Walmart,Duke Energy,investment
Walmart,Biogen Idec,investment
Walmart,American Electric Power,investment
Walmart,ArcelorMittal,investment
Walmart,Pfizer,investment
Walmart,Nike,investment
Oracle,Viacom,investment
Oracle,Pinterest,investment
Cisco,Google,investment
Starbucks,Google,investment
Microsoft,Boston Scientific,investment
Infor,IBM,partnership
Infor,Juniper Networks,investment
Infor,Google,investment
Equinix,Cisco,customer
Oracle,Accenture,customer
Infor,Qualcomm,customer
Pinterest,Adobe,customer
Intel,Best Buy,customer
Facebook,Parsons,partnership
Google,Aon,customer
Microsoft,Dell,investment
Microsoft,IBM,investment
Facebook,Oracle,partnership
AstraZeneca,RBC,investment
AstraZeneca,Johnson & Johnson,partnership
AstraZeneca,Intel,partnership
AstraZeneca,Microsoft,partnership
Microsoft,Merck,customer
Microsoft,Merck,partnership
Microsoft,Biogen Idec,partnership
Microsoft,AstraZeneca,partnership
Microsoft,Telstra,partnership
Microsoft,AstraZeneca,investment
Microsoft,Biogen Idec,customer
Oracle,Motorola,partnership
Google,eBay,partnership
Google,Netflix,partnership
IBM,Intel,customer
Pinterest,Intel,partnership
Etsy,Akamai,customer
Intel,Best Buy,investment
Best Buy,Microsoft,partnership
Best Buy,Walmart,competitor
Akamai,Accenture,customer
Facebook,Starbucks,customer
Adobe,Airbnb,partnership
Adobe,Autodesk,partnership
ConocoPhillips,Oracle,customer
Elbit Systems,Facebook,partnership
Elbit Systems,Tesco,partnership
Elbit Systems,Microsoft,partnership
Elbit Systems,Google,investment
Elbit Systems,Cisco,investment
Elbit Systems,Oracle,investment
Elbit Systems,Microsoft,investment
Microsoft,Adobe,partnership
Etsy,eBay,competitor
Etsy,Google,investment
Etsy,Pinterest,customer
Pinterest,Etsy,customer
Facebook,Walmart,customer
Dick's Sporting Goods,Nike,investment
Dick's Sporting Goods,Walmart,investment
Dick's Sporting Goods,Google,investment
Delta Air Lines,IBM,partnership
Microsoft,Motorola,competitor
Microsoft,Qualcomm,customer
Microsoft,Corning,investment
Qualcomm,Facebook,partnership
Corning,Qualcomm,customer
Oracle,Advanta,investment
Oracle,Dell,investment
Walmart,Pinterest,investment
Walmart,Dell,partnership
Walmart,Best Buy,customer
Walmart,Motorola,investment
Walmart,Best Buy,competitor
Dell,Etsy,customer
Dell,Google,customer
Cisco,Qualcomm,partnership
Cisco,Microsoft,partnership
Accenture,Google,partnership
Oracle,RBC,investment
Molson Coors,DTE Energy,customer
Molson Coors,Facebook,customer
Molson Coors,eBay,customer
Molson Coors,Dell,customer
Molson Coors,Union Pacific,customer
Molson Coors,Facebook,investment
Molson Coors,Pinterest,investment
Molson Coors,DTE Energy,investment
Molson Coors,Motorola,investment
Molson Coors,MGM,investment
Molson Coors,Netflix,investment
Molson Coors,Union Pacific,investment
Molson Coors,Pfizer,investment
Molson Coors,Etsy,investment
Biomet,Zimmer Holdings,investment
Motorola,Woolworths,partnership
Motorola,Walgreens,investment
Cisco,Walmart,investment
Cisco,Netflix,investment
Nike,Microsoft,customer
Rockwell Automation,Accenture,customer
Microsoft,Dell,customer
Cisco,Salem Group,customer
Oracle,Vodafone,customer
IBM,eBay,customer
Tesco,Google,partnership
Motorola,WideOpenWest,customer
Google,Autodesk,customer
Intel,Thermo Fisher Scientific,investment
IBM,Motorola,investment
Oracle,Intel,partnership
Microsoft,Lowe's,investment
Sonoco,Microsoft,competitor
Google,Infor,partnership
Google,Walgreens,investment
Microsoft,JM Smucker,investment
Intel,IBM,partnership
Intel,Telstra,partnership
Microsoft,Autodesk,customer
Microsoft,ConocoPhillips,investment
Microsoft,Rockwell Automation,investment
Akamai,ANSYS,customer
Walmart,Intel,investment
Walmart,Oracle,investment
Oracle,Vodafone,partnership
Oracle,Cisco,competitor
Akamai,Dell,partnership
Akamai,Motorola,investment
Akamai,Viacom,partnership
Akamai,Cisco,investment
Akamai,Intel,investment
Akamai,eBay,investment
Akamai,First Solar,investment
Accenture,Keurig,investment
Accenture,Facebook,investment
Accenture,Lowe's,investment
Accenture,Emerson,investment
Accenture,eBay,investment
Accenture,Cisco,investment
Equinix,Microsoft,partnership
Oracle,Equinix,customer
Oracle,NetApp,partnership
ANSYS,Vodafone,partnership
ANSYS,Google,customer
ANSYS,Cisco,partnership
Microsoft,Elbit Systems,partnership
Microsoft,Thermo Fisher Scientific,investment
Google,Discovery Communications,partnership
Google,EBS,partnership
Google,Symantec,partnership
Google,Western Digital,partnership
Google,Walgreens,partnership
Google,Starbucks,investment
Google,Amgen,investment
Google,AMD,investment
Google,AbbVie,investment
Google,Dell,investment
Google,Pinterest,investment
Netflix,Google,customer
Netflix,Microsoft,partnership
Netflix,Viacom,investment
Juniper Networks,Google,customer
Juniper Networks,Symantec,investment
Juniper Networks,Aon,investment
Juniper Networks,Intel,investment
Qualcomm,Starbucks,investment
Qualcomm,Woolworths,investment
Qualcomm,Google,investment
Qualcomm,General Mills,investment
Qualcomm,Walmart,competitor
Qualcomm,Tesco,partnership
Qualcomm,Starbucks,partnership
Microsoft,Akamai,partnership
Microsoft,Starbucks,customer
Facebook,Johnson & Johnson,investment
Facebook,Johnson & Johnson,partnership
Dell,IBM,investment
Dell,ConocoPhillips,partnership
Dell,Discovery Communications,partnership
Dell,CBRE,investment
Dell,eBay,investment
Adobe,Microsoft,customer
Adobe,Starbucks,investment
Emerson,Microsoft,investment
Delta Air Lines,Equifax,investment
Delta Air Lines,Tesco,partnership
IBM,Adobe,partnership
IBM,Walgreens,customer
IBM,AstraZeneca,partnership
Walgreens,AstraZeneca,customer
Walgreens,Cisco,customer
Walgreens,Dell,partnership
Walgreens,Delta Air Lines,competitor
Walgreens,Pfizer,customer
Google,Snapchat,competitor
Dell,GoDaddy,competitor
Dell,Facebook,customer
Dell,AMD,partnership
NetApp,Cisco,customer
Steel Dynamics,Intel,customer
Steel Dynamics,IBM,investment
Steel Dynamics,Microsoft,investment
Adobe,Pinterest,customer
Dell,Oracle,customer
Microsoft,Molson Coors,investment
Microsoft,Delta Air Lines,investment
Autodesk,Google,customer
Symantec,Autodesk,customer
Pinterest,Vodafone,partnership
West Pharmaceutical,3M,competitor
West Marine,Google,customer
West Marine,Walmart,competitor
eBay,Google,customer
Exelixis,Emerson,customer
Exelixis,Biogen Idec,competitor
Netflix,Duke Energy,customer
Oracle,Google,competitor
Microsoft,Accenture,customer
Johnson & Johnson,Microsoft,customer
Oracle,Autodesk,customer
Bath & Body Works,Oracle,customer
Bath & Body Works,eBay,partnership
Bath & Body Works,Microsoft,customer
Bath & Body Works,Facebook,customer
Google,Bath & Body Works,customer
Merck,Pfizer,customer
Merck,Pfizer,investment
Merck,Amgen,competitor
Merck,HealthCare Partners,investment
Microsoft,Union Pacific,partnership
ServiceNow,Equifax,partnership
ServiceNow,IBM,competitor
Google,Akamai,customer
Pinterest,Etsy,partnership
Google,Walmart,partnership
Cisco,Google,competitor
Cisco,Equinix,competitor
Intel,Google,competitor
Oracle,Chipotle,customer
Oracle,Walgreens,partnership
Oracle,Starbucks,investment
Oracle,eBay,investment
Oracle,Chipotle,investment
IBM,Johnson & Johnson,investment
IBM,Qiagen,partnership
IBM,Wellpoint,partnership
Motorola,Google,customer
Symantec,Google,partnership
Symantec,ConAgra Foods,investment
Netflix,Facebook,investment
Netflix,Google,investment
Motorola,Netflix,customer
Microsoft,Motorola,customer
Elbit Systems,Airbus,investment
Cisco,Delta Air Lines,customer
Cisco,Northrop Grumman,competitor
General Mills,Facebook,customer
Cisco,Tyson Foods,partnership
Motorola,eBay,investment
Motorola,Telstra,investment
Motorola,Walmart,investment
Motorola,Delta Air Lines,investment
Motorola,Vodafone,investment
Motorola,Avery Dennison,investment
Motorola,Dell,investment
Motorola,Best Buy,investment
Motorola,Google,investment
Motorola,Microsoft,investment
Zimmer Holdings,Dr Pepper Snapple Group,customer
MEC,Microsoft,competitor
Cisco,Molson Coors,partnership
Cisco,Vodafone,investment
Oracle,Qualcomm,investment
Facebook,Motorola,investment
Facebook,Qualcomm,investment
Wellpoint,IBM,partnership
IBM,Wellpoint,customer
Google,Qualcomm,customer
Google,ServiceNow,investment
Adobe,Oracle,customer
Autodesk,Oracle,customer
Starbucks,Google,customer
Interpublic Group,Google,customer
Intel,Dell,partnership
Cisco,Adobe,customer
Cisco,NetApp,partnership
Adobe,Oracle,partnership
Adobe,Pfizer,partnership
Adobe,INC Research,partnership
Adobe,AstraZeneca,customer
Adobe,INC Research,customer
Google,Aon,investment
Google,Viacom,investment
Microsoft,HealthCare Partners,customer
Walmart,Emerson,partnership
General Mills,Walmart,competitor
Elbit Systems,Airbus,customer
Elbit Systems,Delta Air Lines,customer
Elbit Systems,Kimberly-Clark,customer
Elbit Systems,Delta Air Lines,investment
Elbit Systems,Union Pacific,investment
Oracle,Pfizer,customer
Facebook,Walmart,competitor
Facebook,Tyson Foods,investment
Microsoft,Delphi Automotive,competitor
Delphi Automotive,Microsoft,customer
Delphi Automotive,IBM,customer
Delphi Automotive,Microsoft,investment
Delphi Automotive,Facebook,competitor
Intel,Autodesk,customer
Williams-Sonoma,Chipotle,competitor
Williams-Sonoma,Facebook,investment
Williams-Sonoma,Cisco,investment
Starbucks,Nike,customer
Starbucks,Snapchat,competitor
Starbucks,Google,partnership
Starbucks,Nike,partnership
Starbucks,Snapchat,investment
Synopsys,Emerson,investment
Synopsys,Google,customer
Synopsys,Dell,customer
Intel,Cisco,customer
IBM,Accenture,customer
IBM,Tesco,customer
Microsoft,SEB,investment
Google,Emergent,investment
Google,ArcelorMittal,investment
Google,Cisco,partnership
Intel,Oracle,customer
Intel,Accenture,partnership
Intel,Uber,partnership
Intel,SEB,investment
Intel,ArcelorMittal,investment
Intel,Fortis,investment
Intel,Dr Pepper Snapple Group,investment
Cisco,IBM,competitor
Facebook,Amgen,customer
Zimmer Holdings,Illumina,customer
Altria Group,IBM,customer
Pinterest,Motorola,customer
Pinterest,Oracle,investment
Pinterest,Nike,partnership
Pinterest,Facebook,partnership
Pinterest,Microsoft,partnership
Pinterest,Microsoft,customer
Pinterest,Qualcomm,customer
Pinterest,Pfizer,customer
Microsoft,GoDaddy,investment
Boston Scientific,Johnson & Johnson,competitor
IBM,Accenture,competitor
IBM,AMD,partnership
IBM,Accenture,investment
IBM,Booz Allen Hamilton,competitor
Google,Insurance Australia Group,customer
Google,Kimberly-Clark,customer
Google,Akamai,investment
Google,AstraZeneca,customer
Oracle,Nike,competitor
IBM,Dell,customer
Pinterest,CBRE,partnership
Pinterest,Cisco,partnership
IBM,AmerisourceBergen,competitor
Dell,Merck,partnership
Dell,CBRE,partnership
Waters Corporation,Trimble,competitor
Oracle,Waters Corporation,customer
Accenture,Emerson,customer
Accenture,Devon Energy,investment
Microsoft,Emerson,partnership
Microsoft,ConocoPhillips,partnership
IBM,Schlumberger,customer
Nike,Google,partnership
Motorola,Nike,customer
Facebook,Pinterest,competitor
Microsoft,Extreme Networks,customer
Google,Nike,competitor
IBM,Weyerhaeuser,customer
Microsoft,Pfizer,customer
Microsoft,Johnson & Johnson,customer
Intel,Johnson & Johnson,customer
Qualcomm,IBM,customer
Google,Johnson & Johnson,investment
Google,Merck,investment
Google,Johnson & Johnson,partnership
Google,Merck,partnership
Intel,Cisco,competitor
Akamai,Microsoft,customer
Akamai,Microsoft,investment
Akamai,Symantec,investment
Accenture,General Mills,partnership
Accenture,Nike,partnership
Accenture,Best Buy,partnership
Accenture,Intel,partnership
Accenture,Hershey,partnership
Accenture,Tesco,partnership
Accenture,Google,investment
Accenture,Interpublic Group,investment
Accenture,Starbucks,investment
Accenture,Symantec,investment
Accenture,Viacom,investment
Facebook,Nike,competitor
Workday,Vodafone,partnership
Workday,eBay,investment
Workday,EnerSys,partnership
Workday,Etsy,partnership
Workday,Nike,partnership
Workday,Symantec,partnership
Workday,Telstra,partnership
Workday,AMD,competitor
Workday,Snapchat,competitor
Workday,Twilio,competitor
Workday,Snapchat,investment
Workday,Adobe,investment
Workday,Motorola,investment
Workday,Vodafone,investment
Facebook,Danaher,investment
Facebook,Lowe's,investment
Dell,Facebook,investment
Google,NetApp,partnership
Google,Arista Networks,partnership
Google,Juniper Networks,investment
Google,Netflix,investment
Oracle,AstraZeneca,customer
Oracle,Best Buy,partnership
Synopsys,Cisco,customer
Facebook,eBay,customer
Facebook,Telstra,partnership
IBM,IAG,customer
IBM,ConocoPhillips,customer
Cisco,IBM,customer
Western Digital,Microsoft,customer
Western Digital,Dell,competitor
Western Digital,NetApp,partnership
Western Digital,Microsoft,partnership
Western Digital,Dell,investment
Western Digital,IBM,investment
Emerson,Intel,customer
Emerson,IBM,customer
Facebook,Best Buy,competitor
Swift Transportation,Facebook,investment
Swift Transportation,Carrefour,investment
Extreme Networks,Cisco,competitor
Microsoft,Synopsys,customer
AMD,IBM,customer
IBM,Netflix,competitor
IBM,Google,investment
Google,Williams-Sonoma,customer
Walgreens,Google,customer
Oracle,Starbucks,partnership
Nike,Walmart,investment
Nike,Lowe's,investment
Nike,Facebook,investment
Nike,Williams-Sonoma,investment
AMD,Adobe,investment
Symantec,IBM,customer
Symantec,Fortis,investment
Symantec,IBM,investment
Symantec,Google,investment
Symantec,DLT,customer
Microsoft,Symantec,customer
Microsoft,Equifax,customer
Oracle,Microsoft,investment
Intel,Ecolab,customer
IBM,Starbucks,investment
IBM,Ameren,customer
IBM,Walgreens,partnership
Google,Molson Coors,customer
Google,Corning,customer
Microsoft,TJX,investment
Dell,AMD,competitor
Teradyne,Microsoft,customer
Vertex Pharmaceuticals,Merck,competitor
Vertex Pharmaceuticals,Johnson & Johnson,partnership
Pinterest,Microsoft,investment
Pinterest,Vail Resorts,investment
Adobe,Zoetis,customer
Adobe,Workday,customer
Adobe,Trimble,customer
Adobe,F5 Networks,customer
Adobe,Equinix,customer
Facebook,ConocoPhillips,customer
Microsoft,Thermo Fisher Scientific,customer
Cisco,RBC,customer
Cisco,Airbus,customer
Cisco,Delta Air Lines,investment
Emerson,ConocoPhillips,partnership
Emerson,Tesco,partnership
Emerson,ArcelorMittal,investment
Delta Air Lines,ConocoPhillips,investment
Cisco,Motorola,partnership
Texas Instruments,Cisco,customer
Intel,Akamai,customer
Qualcomm,Starbucks,customer
Qualcomm,ArcelorMittal,investment
IBM,Carrefour,investment
IBM,Corning,customer
Autodesk,Microsoft,customer
Pinterest,IBM,customer
Sonos,Walmart,customer
Microsoft,Infor,customer
Microsoft,3M,partnership
UPS,Cisco,investment
Akamai,Facebook,partnership
Akamai,Facebook,investment
Dell,AMD,customer
Western Digital,JBL,competitor
Western Digital,IBM,competitor
Western Digital,Dell,partnership
Western Digital,Motorola,partnership
Western Digital,Adobe,partnership
Western Digital,Walmart,investment
Western Digital,AMD,partnership
Western Digital,ADB,partnership
Western Digital,Netflix,partnership
Western Digital,Tesco,investment
Western Digital,Palo Alto Networks,investment
Western Digital,Facebook,investment
Microsoft,Interpublic Group,customer
Rockwell Automation,Cisco,partnership
Starbucks,Sonoco,partnership
Facebook,Autodesk,customer
Dell,Lowe's,investment
Dell,Workday,investment
Google,Gilead Sciences,partnership
Adobe,AstraZeneca,partnership
Kimberly-Clark,Western Digital,customer
Oracle,Walgreens,investment
Oracle,Boston Scientific,partnership
Airbus,Delta Air Lines,partnership
Extreme Networks,Cisco,customer
Extreme Networks,Google,competitor
Extreme Networks,Cisco,investment
Extreme Networks,Arista Networks,partnership
Nike,Facebook,customer
Nike,Starbucks,competitor
Nike,Bath & Body Works,partnership
IBM,Vodafone,customer
IBM,Vodafone,investment
Qualcomm,Best Buy,investment
Qualcomm,Pinterest,partnership
Walmart,Facebook,partnership
Walmart,eBay,competitor
Walmart,eBay,partnership
Walmart,Microsoft,partnership
Oracle,Woolworths,investment
Oracle,Bridger,partnership
Oracle,Exelon,investment
Oracle,Kinder Morgan,investment
ServiceNow,Microsoft,customer
ServiceNow,Starbucks,customer
ServiceNow,eBay,investment
ServiceNow,Starbucks,partnership
ServiceNow,Facebook,investment
Google,ADB,customer
Facebook,Lululemon,partnership
Facebook,Walgreens,partnership
General Mills,Intel,customer
IBM,Walmart,investment
IBM,Tesco,investment
Google,Accenture,partnership
Google,Accenture,investment
IBM,Live Nation,investment
Cisco,Best Buy,partnership
Google,Motorola,competitor
Oracle,Sonos,competitor
Oracle,Corning,competitor
Oracle,Dell,competitor
Dell,Corning,customer
eBay,Dell,customer
Pinterest,IBM,partnership
CarMax,Google,customer
CarMax,Microsoft,partnership
Cars.com,Scholastic,customer
CBRE,Cisco,customer
ServiceNow,CBRE,customer
ServiceNow,Republic Services,customer
Google,ServiceNow,customer
Cisco,Intel,investment
MGM,Netflix,competitor
MGM,Wynn Resorts,competitor
MGM,Google,partnership
Facebook,Netflix,partnership
Facebook,Cisco,partnership
Facebook,Netflix,investment
UPS,Cisco,partnership
IBM,JBL,customer
Juniper Networks,Telstra,customer
Facebook,Netflix,competitor
Netflix,UPS,customer
AMD,ConocoPhillips,investment
UPS,Google,investment
Cisco,Netflix,partnership
Accenture,Tesco,investment
Airbus,Google,customer
Intel,Microchip Technology,customer
Oracle,Fortune Brands,investment
IBM,Technology,investment
Intel,Motorola,investment
IBM,Motorola,customer
LendingTree,Google,competitor
Google,LendingTree,customer
Oracle,Telstra,partnership
Oracle,Telstra,investment
Google,Adobe,partnership
Google,Altria Group,investment
Facebook,Pinterest,investment
Facebook,Adobe,investment
Intel,GoDaddy,investment
Motorola,Oracle,partnership
Johnson & Johnson,IBM,partnership
Johnson & Johnson,Intel,partnership
IBM,MICROS,investment
Dell,Adobe,customer
Workday,NetApp,customer
Workday,Qualcomm,partnership
Workday,ASM,customer
Fortune Brands,Woolworths,customer
NetApp,Rentokil Initial,investment
NetApp,Fortinet,investment
NetApp,Autodesk,investment
NetApp,Delphi Automotive,investment
NetApp,Synopsys,investment
NetApp,Hologic,investment
NetApp,ConocoPhillips,investment
NetApp,Schlumberger,investment
NetApp,Emerson,investment
Oracle,ServiceNow,customer
Oracle,Leggett & Platt,customer
Oracle,Tesco,partnership
Oracle,Fortis,investment
Starbucks,Facebook,customer
Nike,Symantec,customer
Nike,Adobe,investment
Nike,eBay,customer
Nike,Microsoft,investment
Infor,Synopsys,partnership
Motorola,Delta Air Lines,customer
Nike,Etsy,investment
eBay,Cisco,customer
Microsoft,Symantec,investment
Trimble,Autodesk,customer
Google,Sysco,customer
Google,Nike,customer
Google,Union Pacific,partnership
Schlumberger,ConocoPhillips,partnership
Microsoft,Schlumberger,customer
Oracle,Autodesk,investment
Vertex,Merck,competitor
Vertex,Merck,partnership
Vertex,IBM,partnership
Republic Services,Nike,customer
Oracle,Aon,investment
Qualcomm,Google,competitor
Adobe,Motorola,partnership
Adobe,Netflix,partnership
Adobe,Facebook,investment
Adobe,Walmart,investment
Airbus,IBM,investment
Airbus,Delta Air Lines,investment
Airbus,Oracle,investment
Airbus,Microsoft,investment
Airbus,Insurance Australia Group,investment
Netflix,Facebook,customer
Merck,Pfizer,competitor
AstraZeneca,Merck,customer
UPS,Amgen,competitor
IBM,Biomet,partnership
Google,Rentokil Initial,customer
Workday,Google,customer
Facebook,Airbnb,investment
Autodesk,IBM,customer
eBay,Microsoft,investment
Best Buy,Xylem,partnership
Best Buy,Walmart,partnership
Best Buy,Starbucks,partnership
Best Buy,Intel,partnership
Autodesk,Best Buy,partnership
Cisco,CCH,investment
Intel,Pfizer,investment
Microsoft,Motorola,investment
Microsoft,AMD,investment
Juniper Networks,Palo Alto Networks,customer
F5 Networks,IBM,customer
IBM,Facebook,customer
Motorola,Vodafone,partnership
Microsoft,Netflix,competitor
Cisco,Motorola,competitor
Oracle,Best Buy,competitor
Adobe,Kimberly-Clark,partnership
General Mills,Interpublic Group,customer
IBM,Hill & Knowlton,customer
Interpublic Group,Facebook,customer
Facebook,Sonos,partnership
Facebook,Intel,investment
NetApp,Walmart,customer
Microsoft,AMD,partnership
Google,West Marine,partnership
Oracle,Sonos,investment
Dell,NetApp,partnership
Dell,Cisco,partnership
Dell,Juniper Networks,partnership
Dell,Intel,investment
Dell,Cisco,investment
Dell,Intel,partnership
IBM,Palo Alto Networks,partnership
IBM,Wellpoint,investment
IBM,Emerson,partnership
Microsoft,Emerson,investment
Airbnb,Motorola,customer
Google,Walmart,customer
Uber,Google,customer
IBM,RBC,customer
Oracle,Emerson,competitor
AstraZeneca,Merck,investment
ConocoPhillips,Infor,customer
MICROS,Oracle,investment
Google,MICROS,customer
Motorola,Cisco,partnership
Microsoft,Juniper Networks,customer
NetApp,IBM,customer
Microsoft,Akamai,customer
NetApp,SWIFT,partnership
IBM,American Electric Power,partnership
IBM,Facebook,investment
IBM,American Electric Power,investment
IBM,Exelon,investment
General Mills,Dell,investment
Emerson,IBM,partnership
Emerson,Motorola,investment
Lam Research,IBM,partnership
Lam Research,Intel,investment
ServiceNow,IBM,partnership
ServiceNow,IBM,customer
ServiceNow,Cisco,partnership
ServiceNow,Oracle,competitor
ServiceNow,Microsoft,partnership
DLT,Delphi Automotive,customer
DLT,Adobe,investment
DLT,Oracle,partnership
Palo Alto Networks,Juniper Networks,competitor
Palo Alto Networks,Fortinet,competitor
Palo Alto Networks,Cisco,competitor
Oracle,Emerson,investment
Oracle,Best Buy,investment
Facebook,Symantec,partnership
Autodesk,Oracle,investment
EMCOR,Walmart,investment
Pan American Silver,Silver Wheaton,competitor
Pan American Silver,Microsoft,investment
Pan American Silver,Silver Wheaton,investment
Intel,eBay,investment
Microsoft,Oracle,investment
Google,Adobe,customer
Google,Starbucks,competitor
Google,Uber,partnership
Google,Nike,partnership
Best Buy,Intel,customer
JBL,Intel,investment
JBL,Oracle,partnership
JBL,Netflix,partnership
JBL,Adobe,partnership
JBL,Cisco,partnership
JBL,AMD,partnership
JBL,Airbus,partnership
JBL,Cisco,investment
JBL,Netflix,investment
Nike,Facebook,competitor
Oracle,Emerson,partnership
Oracle,Qualcomm,partnership
Pfizer,Merck,partnership
Pfizer,AstraZeneca,investment
Autodesk,Airbus,customer
ANSYS,Autodesk,customer
ANSYS,Altair Engineering,customer
ANSYS,Airbus,partnership
ANSYS,HealthCare Partners,partnership
IBM,Qualcomm,customer
IBM,Qualcomm,investment
Dell,Walmart,customer
Microsoft,ArcelorMittal,investment
Pinterest,Amgen,partnership
Pinterest,Starbucks,partnership
Pinterest,Pfizer,partnership
Pinterest,Merck,partnership
Pinterest,ADB,partnership
Cisco,Symantec,investment
Microsoft,Infor,partnership
Microsoft,Ameren,customer
Microsoft,Telstra,customer
Telstra,Microsoft,customer
Facebook,Dell,competitor
Facebook,Cisco,competitor
Facebook,Biogen Idec,customer
Wellpoint,Dell,partnership
Walmart,Wellpoint,customer
Ki,Facebook,partnership
Duke Energy,Pinterest,customer
IBM,Duke Energy,customer
IBM,Duke Energy,partnership
IBM,Republic Services,partnership
Oracle,Adobe,partnership
Oracle,Lowe's,investment
Facebook,Juniper Networks,customer
Qualcomm,Pfizer,partnership
Qualcomm,Molson Coors,partnership
Qualcomm,Republic Services,partnership
Qualcomm,Nike,partnership
Qualcomm,Uber,customer
Qualcomm,Aon,customer
Qualcomm,Walmart,customer
Qualcomm,Nike,customer
Qualcomm,Adobe,investment
Qualcomm,Gilead Sciences,investment
Qualcomm,Airbus,investment
Qualcomm,Dell,investment
NetApp,Cisco,investment
NetApp,Western Digital,investment
NetApp,Texas Instruments,investment
NetApp,Google,investment
NetApp,Western Digital,customer
NetApp,Google,customer
Hologic,Boston Scientific,investment
Hologic,UPS,investment
Motorola,Equifax,customer
Motorola,Pfizer,investment
Motorola,AstraZeneca,investment
Motorola,ConocoPhillips,partnership
Motorola,Qualcomm,customer
Intel,Symantec,partnership
Tesco,Carrefour,competitor
IBM,Starbucks,customer
Google,Netflix,competitor
Fortinet,Schlumberger,investment
Fortinet,Walmart,investment
Fortinet,Dell,partnership
Fortinet,Fortis,partnership
Fortinet,Google,partnership
Fortinet,Pfizer,partnership
Fortinet,Vertex,partnership
Fortinet,Dell,investment
Fortinet,Woolworths,investment
Fortinet,Schlumberger,competitor
Fortinet,Vodafone,competitor
Fortinet,Fortis,investment
Fortinet,Starbucks,investment
Facebook,Merck,partnership
IBM,Limited Brands,competitor
IBM,Tesco,competitor
Google,First Solar,competitor
First Solar,Walgreens,partnership
First Solar,Best Buy,partnership
First Solar,IBM,investment
Delphi Automotive,Airbus,investment
Symantec,Walgreens,investment
Pinterest,Waters Corporation,investment
Oracle,Woolworths,customer
Oracle,Synopsys,investment
Oracle,Adobe,investment
Oracle,Cisco,investment
Rockwell Automation,Qualcomm,investment
Rockwell Automation,Tesco,investment
TJX,Google,investment
TJX,Illumina,investment
Infor,IBM,investment
